order_id,customer_id,order_date,product,quantity,price,total_amount,status
O00954,C1007,2023/12/10,Tablet,3,500000.0,1500000.0,Pending
O00955,C0141,2023-04-01,Tablet,-1,150000.0,-150000.0,Completed
O00956,C0403,21-11-2023,Tablet,1,120000.0,120000.0,Returned
O00957,C0032,2023/11/15,Headphones,2,120000.0,240000.0,Pending
O00958,C0393,20-09-2023,Laptop,-1,120000.0,-120000.0,complete
O00959,C0106,2023-11-29,Tablet,3,20000.0,60000.0,Returned
O00960,C0691,21-01-2023,Headphones,1,120000.0,120000.0,Completed
O00961,C0267,2023-11-16,Laptop,3,20000.0,60000.0,complete
O00962,C0962,14-07-2023,Laptop,3,20000.0,60000.0,Pending
O00963,C0751,20-09-2023,Headphones,3,150000.0,450000.0,Pending
O00964,C0535,2023-10-10,Headphones,3,120000.0,360000.0,Completed
O00965,C0921,2023-12-10,Tablet,1,500000.0,500000.0,complete
O00966,C0219,2023-05-05,Phone,3,500000.0,1500000.0,complete
O00967,C1171,2023-05-02,Laptop,1,500000.0,500000.0,Pending
O00968,C0144,2023/03/21,Headphones,3,500000.0,1500000.0,Completed
O00969,C0115,2023-12-27,Phone,1,150000.0,150000.0,Completed
O00970,C0187,02-01-2023,Phone,2,500000.0,1000000.0,Completed
O00971,C0792,2023/06/14,Phone,-1,150000.0,-150000.0,Returned
O00972,C1239,2023-12-28,Headphones,3,,,Returned
O00973,C0378,2023-09-17,Laptop,2,150000.0,300000.0,Pending
O00974,C0294,2023/10/05,Phone,1,500000.0,500000.0,complete
O00975,C0383,2023-06-14,Phone,-1,,300000.0,Returned
O00976,C1037,24-11-2023,Phone,-1,120000.0,-120000.0,Pending
O00977,C0493,2023-09-29,Tablet,3,150000.0,450000.0,Completed
O00978,C0126,02-02-2023,Tablet,1,,300000.0,Completed
O00979,C0913,2023/01/07,Laptop,3,,300000.0,Completed
O00980,C1165,2023/05/15,Tablet,-1,120000.0,-120000.0,Returned
O00981,C0758,13-09-2023,Headphones,3,,,complete
O00982,C1202,2023-03-29,Tablet,-1,20000.0,-20000.0,Returned
O00983,C0664,26-07-2023,Headphones,-1,150000.0,-150000.0,complete
O00984,C0789,2023-08-03,Phone,3,20000.0,60000.0,complete
O00985,C0818,2023-07-07,Headphones,2,150000.0,300000.0,complete
O00986,C0444,2023-02-18,Headphones,-1,150000.0,-150000.0,Pending
O00987,C0690,2023-04-12,Headphones,-1,150000.0,-150000.0,Pending
O00988,C1125,2023-05-23,Phone,-1,,300000.0,Returned
O00989,C0891,23-03-2023,Laptop,3,500000.0,1500000.0,Completed
O00990,C0662,28-12-2023,Tablet,2,150000.0,300000.0,Returned
O00991,C0443,02-08-2023,Laptop,3,150000.0,450000.0,Pending
O00992,C0636,2023/12/17,Headphones,1,,,Pending
O00993,C0698,2023/07/11,Phone,3,,300000.0,Completed
O00994,C0036,17-08-2023,Headphones,2,150000.0,300000.0,Pending
O00995,C0478,2023/06/10,Headphones,3,,300000.0,Pending
O00996,C0398,07-03-2023,Phone,2,150000.0,300000.0,Returned
O00997,C1153,2023-08-29,Tablet,1,20000.0,20000.0,complete
O00998,C0658,2023/02/11,Headphones,-1,,300000.0,Completed
O00999,C0920,2023-07-19,Tablet,2,120000.0,240000.0,Completed
O01000,C0970,2023-05-07,Laptop,3,120000.0,360000.0,Returned
O01001,C1150,16-03-2023,Tablet,-1,120000.0,-120000.0,complete
O01002,C0385,2023/11/02,Laptop,3,500000.0,1500000.0,complete
O01003,C1072,16-09-2023,Phone,-1,20000.0,-20000.0,Completed
O01004,C0610,2023-05-14,Phone,3,500000.0,1500000.0,Completed
O01005,C0863,10-02-2023,Headphones,2,20000.0,40000.0,Returned
O01006,C1137,2023/03/22,Headphones,3,500000.0,1500000.0,Pending
O01007,C0933,2023-05-22,Headphones,3,150000.0,450000.0,complete
O01008,C0661,2023-01-09,Laptop,3,,300000.0,Pending
O01009,C0290,2023/06/11,Headphones,1,20000.0,20000.0,Pending
O01010,C0810,02-04-2023,Laptop,3,120000.0,360000.0,Completed
O01011,C1047,2023/01/29,Phone,-1,500000.0,-500000.0,Completed
O01012,C0286,2023-03-19,Phone,2,500000.0,1000000.0,Pending
O01013,C0731,2023-06-23,Headphones,3,500000.0,1500000.0,Returned
O01014,C0820,2023-10-07,Headphones,-1,150000.0,-150000.0,Completed
O01015,C0424,2023-08-18,Laptop,3,150000.0,450000.0,complete
O01016,C0115,2023/11/27,Laptop,1,150000.0,150000.0,Returned
O01017,C0086,2023-01-22,Phone,2,150000.0,300000.0,Pending
O01018,C0661,2023/07/18,Headphones,1,,300000.0,Returned
O01019,C0048,2023/12/09,Headphones,1,500000.0,500000.0,complete
O01020,C1207,2023-01-19,Phone,-1,500000.0,-500000.0,Pending
O01021,C0165,25-10-2023,Phone,-1,150000.0,-150000.0,complete
O01022,C1098,2023/01/04,Tablet,3,,300000.0,Returned
O01023,C0327,2023/04/14,Tablet,3,150000.0,450000.0,Pending
O01024,C0533,2023-07-21,Tablet,-1,500000.0,-500000.0,Returned
O01025,C1235,2023/11/30,Headphones,2,150000.0,300000.0,Completed
O01026,C0085,2023-07-18,Phone,2,,300000.0,complete
O01027,C1214,05-06-2023,Headphones,1,150000.0,150000.0,Pending
O01028,C0444,2023-09-19,Tablet,1,150000.0,150000.0,complete
O01029,C0683,16-04-2023,Headphones,3,20000.0,60000.0,Returned
O01030,C1232,26-03-2023,Headphones,3,150000.0,450000.0,Completed
O01031,C0219,2023-01-01,Laptop,1,120000.0,120000.0,Completed
O01032,C0621,16-08-2023,Phone,1,500000.0,500000.0,Pending
O01033,C0440,2023-11-27,Headphones,3,500000.0,1500000.0,Pending
O01034,C0855,2023-12-01,Tablet,1,500000.0,500000.0,Pending
O01035,C0290,15-05-2023,Phone,1,500000.0,500000.0,Returned
O01036,C0357,2023-01-08,Laptop,2,20000.0,40000.0,Pending
O01037,C0553,2023/01/12,Headphones,1,150000.0,150000.0,complete
O01038,C0133,2023/07/23,Headphones,1,500000.0,500000.0,Returned
O01039,C0885,27-08-2023,Phone,1,,,Completed
O01040,C0575,30-12-2023,Headphones,2,120000.0,240000.0,Completed
O01041,C0556,2023-04-07,Headphones,1,500000.0,500000.0,Returned
O01042,C1144,26-12-2023,Phone,1,120000.0,120000.0,Pending
O01043,C0181,03-11-2023,Headphones,-1,,,Pending
O01044,C0760,2023/10/10,Phone,3,120000.0,360000.0,Returned
O01045,C0356,25-10-2023,Tablet,-1,120000.0,-120000.0,Pending
O01046,C0302,11-12-2023,Headphones,3,20000.0,60000.0,Completed
O01047,C1233,2023-05-10,Tablet,3,20000.0,60000.0,Returned
O01048,C1104,2023-12-15,Laptop,3,,,Pending
O01049,C1106,2023/11/20,Phone,2,150000.0,300000.0,Returned
O01050,C0167,2023-08-03,Laptop,1,,,Pending
O01051,C1127,2023-12-07,Phone,3,20000.0,60000.0,Completed
O01052,C0666,2023/07/11,Headphones,-1,150000.0,-150000.0,Pending
O01053,C0835,2023-12-19,Phone,-1,150000.0,-150000.0,complete
O01054,C0001,2023-09-16,Headphones,2,500000.0,1000000.0,Pending
O01055,C0495,27-07-2023,Phone,1,150000.0,150000.0,Completed
O01056,C0033,16-01-2023,Laptop,2,150000.0,300000.0,Completed
O01057,C0137,10-05-2023,Laptop,-1,120000.0,-120000.0,Returned
O01058,C0021,2023/12/24,Tablet,3,20000.0,60000.0,Pending
O01059,C0426,05-06-2023,Headphones,1,20000.0,20000.0,Completed
O01060,C1023,13-06-2023,Laptop,3,20000.0,60000.0,Returned
O01061,C1103,20-02-2023,Tablet,-1,500000.0,-500000.0,Returned
O01062,C0079,2023-09-07,Headphones,3,,,Completed
O01063,C0502,2023-11-20,Headphones,-1,120000.0,-120000.0,complete
O01064,C1236,2023-08-29,Tablet,3,,300000.0,complete
O01065,C0840,2023-02-18,Phone,1,,300000.0,Completed
O01066,C1028,03-04-2023,Tablet,-1,,,Pending
O01067,C1199,2023/03/02,Headphones,2,20000.0,40000.0,Pending
O01068,C0333,21-01-2023,Tablet,-1,500000.0,-500000.0,complete
O01069,C0157,12-04-2023,Headphones,2,500000.0,1000000.0,Returned
O01070,C0361,2023-07-12,Tablet,2,150000.0,300000.0,Pending
O01071,C1195,2023-09-10,Headphones,1,500000.0,500000.0,complete
O01072,C0285,2023/03/09,Laptop,-1,20000.0,-20000.0,Pending
O01073,C0880,2023/01/11,Tablet,1,20000.0,20000.0,Returned
O01074,C0068,23-05-2023,Headphones,1,500000.0,500000.0,Completed
O01075,C0538,07-12-2023,Headphones,-1,,,complete
O01076,C0247,2023-01-13,Laptop,2,150000.0,300000.0,Returned
O01077,C1118,2023/07/11,Tablet,-1,500000.0,-500000.0,complete
O01078,C1192,2023-07-31,Laptop,2,150000.0,300000.0,complete
O01079,C0615,2023/03/10,Headphones,1,120000.0,120000.0,Completed
O01080,C1044,2023-01-07,Tablet,1,120000.0,120000.0,complete
O01081,C0654,05-05-2023,Phone,2,20000.0,40000.0,Returned
O01082,C0980,2023-04-20,Phone,-1,,,complete
O01083,C0260,2023-09-19,Laptop,-1,,,complete
O01084,C0505,17-11-2023,Tablet,2,120000.0,240000.0,Returned
O01085,C0122,2023-08-10,Tablet,-1,500000.0,-500000.0,complete
O01086,C0765,20-07-2023,Phone,2,20000.0,40000.0,Returned
O01087,C0322,2023/05/04,Tablet,-1,500000.0,-500000.0,Returned
O01088,C1228,16-01-2023,Laptop,1,150000.0,150000.0,Completed
O01089,C0756,23-05-2023,Tablet,-1,120000.0,-120000.0,Pending
O01090,C1096,06-11-2023,Tablet,-1,,300000.0,Returned
O01091,C1207,2023/12/22,Phone,-1,120000.0,-120000.0,Completed
O01092,C1002,2023/06/25,Laptop,3,120000.0,360000.0,Pending
O01093,C0591,2023/11/01,Phone,3,120000.0,360000.0,complete
O01094,C1159,08-04-2023,Tablet,2,120000.0,240000.0,Returned
O01095,C0570,2023/05/16,Headphones,2,,,Pending
O01096,C0389,2023/12/18,Tablet,3,150000.0,450000.0,Returned
O01097,C1191,2023-09-24,Laptop,3,150000.0,450000.0,complete
O01098,C1224,21-11-2023,Phone,-1,120000.0,-120000.0,complete
O01099,C0802,2023/09/05,Tablet,-1,,300000.0,complete
O01100,C0521,2023-11-07,Tablet,1,20000.0,20000.0,Returned
O01101,C0006,2023-02-04,Tablet,-1,20000.0,-20000.0,Pending
O01102,C1046,18-10-2023,Phone,3,500000.0,1500000.0,Returned
O01103,C1002,2023-11-01,Headphones,-1,20000.0,-20000.0,Pending
O01104,C0244,2023-03-13,Laptop,3,500000.0,1500000.0,Completed
O01105,C0143,2023-05-23,Tablet,2,500000.0,1000000.0,Returned
O01106,C0419,2023/01/21,Laptop,1,500000.0,500000.0,Pending
O01107,C0567,26-05-2023,Phone,2,150000.0,300000.0,Pending
O01108,C1131,2023-07-01,Phone,1,,300000.0,complete
O01109,C0351,2023-07-16,Laptop,2,500000.0,1000000.0,Pending
O01110,C0995,2023-03-05,Phone,-1,150000.0,-150000.0,complete
O01111,C0941,2023-11-09,Phone,2,120000.0,240000.0,Completed
O01112,C0006,2023/05/03,Tablet,-1,,300000.0,Returned
O01113,C0437,2023-04-29,Laptop,-1,20000.0,-20000.0,Returned
O01114,C0307,2023/07/16,Headphones,1,,300000.0,complete
O01115,C1006,2023/08/12,Tablet,3,500000.0,1500000.0,Returned
O01116,C1039,12-11-2023,Headphones,2,120000.0,240000.0,complete
O01117,C0158,2023/11/04,Headphones,2,20000.0,40000.0,complete
O01118,C0446,10-06-2023,Headphones,3,150000.0,450000.0,Pending
O01119,C0472,2023/07/14,Headphones,1,,,Completed
O01120,C0926,12-01-2023,Tablet,3,20000.0,60000.0,Completed
O01121,C1005,2023/08/12,Headphones,-1,500000.0,-500000.0,Returned
O01122,C0522,2023-06-28,Tablet,3,120000.0,360000.0,Returned
O01123,C0323,2023-03-28,Phone,1,20000.0,20000.0,Pending
O01124,C0098,2023-04-28,Phone,1,,,Pending
O01125,C0162,26-09-2023,Headphones,2,120000.0,240000.0,complete
O01126,C0892,2023-05-23,Phone,-1,120000.0,-120000.0,complete
O01127,C1066,2023-02-04,Laptop,1,,,Pending
O01128,C1122,29-08-2023,Phone,2,500000.0,1000000.0,complete
O01129,C1234,2023-12-31,Laptop,1,120000.0,120000.0,complete
O01130,C1093,05-03-2023,Tablet,2,150000.0,300000.0,complete
O01131,C0503,05-01-2023,Phone,3,,,Completed
O01132,C0806,2023-03-11,Laptop,-1,150000.0,-150000.0,complete
O01133,C0495,08-11-2023,Tablet,-1,150000.0,-150000.0,Returned
O01134,C0358,2023-12-30,Phone,2,,,Completed
O01135,C0772,2023-03-11,Tablet,-1,,300000.0,Returned
O01136,C1127,2023/10/05,Headphones,-1,,300000.0,Returned
O01137,C0514,26-09-2023,Phone,-1,150000.0,-150000.0,Completed
O01138,C0423,2023/02/07,Tablet,3,500000.0,1500000.0,Returned
O01139,C0783,12-07-2023,Tablet,1,120000.0,120000.0,Returned
O01140,C0406,2023-01-09,Headphones,2,20000.0,40000.0,complete
O01141,C0618,2023-07-22,Phone,1,150000.0,150000.0,Returned
O01142,C0517,07-09-2023,Headphones,-1,120000.0,-120000.0,complete
O01143,C0948,08-03-2023,Laptop,2,150000.0,300000.0,Completed
O01144,C0605,2023-07-11,Tablet,-1,20000.0,-20000.0,Returned
O01145,C0159,03-11-2023,Tablet,-1,500000.0,-500000.0,Returned
O01146,C0138,30-06-2023,Phone,3,,,Completed
O01147,C0207,2023/03/16,Tablet,1,500000.0,500000.0,complete
O01148,C1067,2023-07-10,Headphones,-1,120000.0,-120000.0,Returned
O01149,C0710,15-11-2023,Tablet,3,500000.0,1500000.0,Completed
O01150,C0897,07-09-2023,Laptop,1,150000.0,150000.0,Returned
O01151,C0676,2023/12/05,Headphones,3,150000.0,450000.0,complete
O01152,C0402,2023/02/17,Headphones,3,20000.0,60000.0,complete
O01153,C0085,23-01-2023,Laptop,2,150000.0,300000.0,Returned
O01154,C1165,10-04-2023,Phone,-1,,300000.0,complete
O01155,C0001,2023-02-03,Laptop,3,20000.0,60000.0,Completed
O01156,C0448,2023-08-28,Headphones,1,500000.0,500000.0,Returned
O01157,C0701,2023/11/12,Tablet,-1,120000.0,-120000.0,Pending
O01158,C0668,2023-09-27,Tablet,2,150000.0,300000.0,Completed
O01159,C0888,05-09-2023,Tablet,3,20000.0,60000.0,Returned
O01160,C0105,30-10-2023,Tablet,1,150000.0,150000.0,complete
O01161,C0448,08-05-2023,Phone,1,,300000.0,Returned
O01162,C0818,2023/08/03,Tablet,3,500000.0,1500000.0,complete
O01163,C0332,16-11-2023,Laptop,3,500000.0,1500000.0,Returned
O01164,C0831,2023-08-10,Headphones,-1,500000.0,-500000.0,Pending
O01165,C0758,02-03-2023,Phone,-1,20000.0,-20000.0,Returned
O01166,C1205,20-04-2023,Headphones,2,120000.0,240000.0,complete
O01167,C1250,26-03-2023,Phone,3,,300000.0,Completed
O01168,C0206,2023-02-12,Laptop,2,,300000.0,Returned
O01169,C0189,2023/12/24,Phone,1,500000.0,500000.0,Returned
O01170,C0363,2023-01-17,Tablet,3,120000.0,360000.0,Completed
O01171,C0082,26-03-2023,Tablet,1,500000.0,500000.0,Completed
O01172,C0080,2023-11-11,Phone,2,20000.0,40000.0,Returned
O01173,C0220,2023/05/17,Tablet,1,,300000.0,complete
O01174,C0133,2023/08/25,Tablet,2,,,Returned
O01175,C1242,2023/04/25,Tablet,1,20000.0,20000.0,Pending
O01176,C0333,22-12-2023,Headphones,3,,300000.0,Pending
O01177,C0821,2023-08-03,Tablet,3,150000.0,450000.0,complete
O01178,C0944,2023/03/18,Phone,1,500000.0,500000.0,Completed
O01179,C1203,2023-03-02,Laptop,-1,150000.0,-150000.0,complete
O01180,C0150,25-05-2023,Tablet,2,20000.0,40000.0,Returned
O01181,C0839,2023/03/04,Tablet,2,20000.0,40000.0,Completed
O01182,C0745,22-03-2023,Phone,3,500000.0,1500000.0,Completed
O01183,C0064,10-05-2023,Phone,-1,20000.0,-20000.0,Returned
O01184,C0662,2023-08-19,Tablet,-1,120000.0,-120000.0,complete
O01185,C0015,26-03-2023,Headphones,1,20000.0,20000.0,Pending
O01186,C0303,2023-01-22,Phone,-1,120000.0,-120000.0,complete
O01187,C0369,2023-08-02,Laptop,3,120000.0,360000.0,Pending
O01188,C0690,2023-01-02,Headphones,2,150000.0,300000.0,complete
O01189,C0680,2023/12/15,Tablet,-1,,,Returned
O01190,C0080,2023/08/21,Tablet,-1,500000.0,-500000.0,Pending
O01191,C0681,10-01-2023,Laptop,-1,20000.0,-20000.0,Returned
O01192,C1246,2023-10-20,Tablet,2,20000.0,40000.0,Pending
O01193,C0614,2023-11-30,Phone,3,20000.0,60000.0,Pending
O01194,C0008,2023-09-29,Laptop,2,20000.0,40000.0,complete
O01195,C0813,02-01-2023,Laptop,1,120000.0,120000.0,Returned
O01196,C0033,2023/09/14,Tablet,1,20000.0,20000.0,complete
O01197,C1093,2023/12/05,Tablet,1,150000.0,150000.0,Returned
O01198,C1148,2023-06-18,Phone,1,20000.0,20000.0,Completed
O01199,C0673,2023-11-28,Headphones,1,500000.0,500000.0,complete
O01200,C0528,2023/03/28,Tablet,3,20000.0,60000.0,complete
O01201,C0873,2023/04/15,Phone,3,500000.0,1500000.0,Pending
O01202,C0633,2023/10/05,Laptop,1,150000.0,150000.0,Completed
O01203,C0006,2023-05-03,Tablet,2,500000.0,1000000.0,Returned
O01204,C0691,2023/03/04,Headphones,1,20000.0,20000.0,Pending
O01205,C0170,2023-07-02,Tablet,2,20000.0,40000.0,complete
O01206,C1116,2023/05/09,Laptop,1,500000.0,500000.0,complete
O01207,C0298,2023-06-25,Phone,-1,120000.0,-120000.0,Completed
O01208,C0696,19-07-2023,Laptop,-1,150000.0,-150000.0,complete
O01209,C0389,2023/11/14,Headphones,1,150000.0,150000.0,Returned
O01210,C1141,23-08-2023,Tablet,3,150000.0,450000.0,Completed
O01211,C0074,2023-08-20,Laptop,3,500000.0,1500000.0,Pending
O01212,C0693,2023/08/01,Laptop,3,20000.0,60000.0,Completed
O01213,C0274,2023/02/19,Laptop,2,20000.0,40000.0,Returned
O01214,C1133,2023/10/10,Tablet,1,,,Pending
O01215,C0503,2023/06/09,Headphones,3,500000.0,1500000.0,Completed
O01216,C0112,2023/06/03,Phone,3,20000.0,60000.0,complete
O01217,C0574,24-06-2023,Laptop,3,500000.0,1500000.0,Returned
O01218,C0631,03-06-2023,Laptop,1,120000.0,120000.0,Pending
O01219,C0378,2023-12-31,Phone,1,120000.0,120000.0,Completed
O01220,C0194,16-05-2023,Tablet,1,150000.0,150000.0,complete
O01221,C1192,2023-02-10,Laptop,3,120000.0,360000.0,Completed
O01222,C1124,2023/10/23,Tablet,3,500000.0,1500000.0,Returned
O01223,C0083,09-06-2023,Laptop,3,120000.0,360000.0,Completed
O01224,C0280,2023-02-05,Laptop,1,20000.0,20000.0,Completed
O01225,C0960,04-07-2023,Laptop,3,150000.0,450000.0,complete
O01226,C0167,2023-06-21,Phone,1,500000.0,500000.0,Returned
O01227,C0447,2023-12-29,Phone,2,20000.0,40000.0,Completed
O01228,C1071,2023/05/20,Phone,-1,,,Completed
O01229,C0880,2023/04/19,Headphones,2,,300000.0,Pending
O01230,C0278,2023/07/27,Headphones,3,120000.0,360000.0,complete
O01231,C0255,28-12-2023,Tablet,-1,500000.0,-500000.0,Completed
O01232,C0830,2023-10-30,Tablet,2,,,Completed
O01233,C0509,2023/03/09,Laptop,2,150000.0,300000.0,Completed
O01234,C0147,17-12-2023,Phone,2,120000.0,240000.0,Completed
O01235,C1176,2023/01/02,Phone,1,500000.0,500000.0,Returned
O01236,C0219,2023-06-24,Headphones,2,150000.0,300000.0,Completed
O01237,C0755,16-06-2023,Headphones,3,20000.0,60000.0,complete
O01238,C0298,16-04-2023,Tablet,2,150000.0,300000.0,Returned
O01239,C1001,21-05-2023,Laptop,3,500000.0,1500000.0,Returned
O01240,C0949,2023-03-23,Laptop,-1,,300000.0,complete
O01241,C0846,26-02-2023,Phone,3,120000.0,360000.0,complete
O01242,C0872,08-01-2023,Laptop,-1,120000.0,-120000.0,Pending
O01243,C0459,2023-08-19,Tablet,-1,20000.0,-20000.0,Pending
O01244,C0328,2023-09-03,Headphones,2,500000.0,1000000.0,complete
O01245,C0995,2023-07-16,Phone,1,120000.0,120000.0,Pending
O01246,C1069,2023/05/11,Laptop,3,,300000.0,Returned
O01247,C0041,2023/02/02,Laptop,2,120000.0,240000.0,Pending
O01248,C0500,2023/12/09,Phone,-1,,,complete
O01249,C0040,2023/06/17,Headphones,3,500000.0,1500000.0,Returned
O01250,C0396,2023-04-06,Tablet,-1,120000.0,-120000.0,Pending
O01251,C1200,2023/04/13,Headphones,3,500000.0,1500000.0,Returned
O01252,C0966,2023-11-16,Phone,3,500000.0,1500000.0,Pending
O01253,C0730,2023-08-30,Tablet,-1,150000.0,-150000.0,Returned
O01254,C1151,2023/01/09,Laptop,1,,,complete
O01255,C0841,2023-01-23,Headphones,-1,,,Completed
O01256,C1123,2023/08/14,Phone,2,150000.0,300000.0,complete
O01257,C0759,2023-02-19,Tablet,1,,300000.0,Completed
O01258,C0574,2023/11/26,Headphones,2,500000.0,1000000.0,Pending
O01259,C0484,2023-11-10,Laptop,3,,,Completed
O01260,C0974,19-12-2023,Phone,1,20000.0,20000.0,complete
O01261,C0843,2023-06-19,Laptop,2,,300000.0,Completed
O01262,C0874,23-12-2023,Tablet,-1,,,Completed
O01263,C0199,2023/11/18,Laptop,3,150000.0,450000.0,complete
O01264,C0321,2023/04/30,Laptop,2,150000.0,300000.0,complete
O01265,C0404,09-03-2023,Headphones,1,20000.0,20000.0,complete
O01266,C0275,2023-01-17,Phone,3,120000.0,360000.0,Returned
O01267,C0315,2023-12-19,Phone,-1,20000.0,-20000.0,Completed
O01268,C0350,2023-07-11,Phone,-1,500000.0,-500000.0,Completed
O01269,C0322,2023-04-19,Phone,-1,500000.0,-500000.0,Returned
O01270,C0469,2023-12-25,Tablet,3,20000.0,60000.0,complete
O01271,C1217,2023/09/30,Phone,-1,20000.0,-20000.0,complete
O01272,C0911,23-05-2023,Tablet,2,500000.0,1000000.0,complete
O01273,C0831,01-06-2023,Headphones,1,,,complete
O01274,C0110,2023/04/28,Laptop,-1,20000.0,-20000.0,complete
O01275,C0108,2023-09-23,Phone,2,150000.0,300000.0,Completed
O01276,C1041,2023/11/07,Laptop,2,,,Pending
O01277,C1075,2023-10-03,Tablet,3,120000.0,360000.0,complete
O01278,C0365,23-01-2023,Headphones,2,150000.0,300000.0,complete
O01279,C0183,2023-09-23,Headphones,1,20000.0,20000.0,Completed
O01280,C0659,2023-08-24,Tablet,3,500000.0,1500000.0,Completed
O01281,C0023,2023/01/14,Laptop,1,500000.0,500000.0,Pending
O01282,C0337,2023/11/23,Laptop,1,150000.0,150000.0,Returned
O01283,C0201,2023/08/13,Tablet,1,,,complete
O01284,C0723,10-06-2023,Laptop,3,120000.0,360000.0,Pending
O01285,C0326,2023/02/13,Phone,-1,120000.0,-120000.0,Returned
O01286,C1069,2023-02-09,Phone,3,,,Pending
O01287,C0777,2023-08-29,Headphones,-1,500000.0,-500000.0,Completed
O01288,C1227,2023-01-26,Tablet,2,20000.0,40000.0,Pending
O01289,C0699,15-02-2023,Tablet,2,20000.0,40000.0,Returned
O01290,C1153,2023-03-04,Headphones,2,120000.0,240000.0,complete
O01291,C0658,2023/07/09,Laptop,3,120000.0,360000.0,complete
O01292,C1181,2023/07/12,Laptop,1,20000.0,20000.0,Completed
O01293,C0832,2023-04-17,Headphones,-1,,300000.0,Completed
O01294,C1076,2023-04-05,Laptop,1,120000.0,120000.0,Completed
O01295,C0250,20-07-2023,Laptop,1,120000.0,120000.0,Pending
O01296,C0363,08-10-2023,Headphones,2,,,Returned
O01297,C0384,2023/09/28,Laptop,-1,120000.0,-120000.0,complete
O01298,C0317,2023-12-11,Phone,-1,,300000.0,complete
O01299,C1068,2023/10/20,Tablet,-1,120000.0,-120000.0,complete
O01300,C0042,05-05-2023,Phone,3,,300000.0,complete
O01301,C0213,08-06-2023,Laptop,-1,500000.0,-500000.0,Returned
O01302,C0597,20-11-2023,Phone,3,120000.0,360000.0,Pending
O01303,C0086,06-04-2023,Phone,3,120000.0,360000.0,complete
O01304,C0601,2023/04/09,Laptop,1,20000.0,20000.0,Returned
O01305,C0630,30-07-2023,Tablet,1,150000.0,150000.0,Completed
O01306,C0754,2023/05/04,Phone,3,120000.0,360000.0,complete
O01307,C0953,2023/11/09,Laptop,3,500000.0,1500000.0,Pending
O01308,C0117,2023-05-30,Phone,2,150000.0,300000.0,Pending
O01309,C0397,27-09-2023,Tablet,1,20000.0,20000.0,complete
O01310,C0289,2023-02-22,Laptop,-1,,300000.0,Completed
O01311,C1114,2023/01/25,Phone,2,,,complete
O01312,C1008,2023-04-21,Headphones,3,150000.0,450000.0,Completed
O01313,C0832,2023/01/18,Laptop,1,,300000.0,Pending
O01314,C0797,18-02-2023,Headphones,1,500000.0,500000.0,complete
O01315,C0427,2023-01-14,Laptop,3,20000.0,60000.0,Completed
O01316,C1125,2023/03/07,Laptop,2,20000.0,40000.0,Pending
O01317,C0967,2023/11/23,Headphones,3,120000.0,360000.0,Completed
O01318,C0850,2023/01/02,Phone,-1,120000.0,-120000.0,Pending
O01319,C0274,2023-01-30,Tablet,1,500000.0,500000.0,Pending
O01320,C0222,04-10-2023,Phone,2,20000.0,40000.0,Returned
O01321,C0702,2023/01/14,Phone,-1,150000.0,-150000.0,complete
O01322,C0322,2023/04/21,Phone,1,150000.0,150000.0,Returned
O01323,C0563,21-06-2023,Headphones,1,500000.0,500000.0,Pending
O01324,C0074,2023/12/23,Tablet,2,,300000.0,Completed
O01325,C0751,2023-11-19,Tablet,2,20000.0,40000.0,Returned
O01326,C0877,2023/08/11,Laptop,1,500000.0,500000.0,complete
O01327,C0873,2023-01-10,Phone,1,,,Pending
O01328,C0799,2023/07/23,Laptop,1,20000.0,20000.0,complete
O01329,C0933,07-02-2023,Phone,1,150000.0,150000.0,complete
O01330,C0520,24-06-2023,Laptop,-1,,,Returned
O01331,C1171,25-02-2023,Headphones,-1,,,complete
O01332,C1074,16-05-2023,Laptop,1,150000.0,150000.0,Pending
O01333,C1135,2023/01/03,Headphones,2,120000.0,240000.0,Pending
O01334,C0486,2023/09/02,Phone,-1,500000.0,-500000.0,complete
O01335,C0478,27-11-2023,Laptop,1,500000.0,500000.0,Pending
O01336,C0924,2023/12/20,Laptop,1,,300000.0,Completed
O01337,C0592,2023/05/27,Phone,1,20000.0,20000.0,Pending
O01338,C1193,26-03-2023,Headphones,-1,120000.0,-120000.0,Returned
O01339,C0183,25-09-2023,Phone,3,,300000.0,complete
O01340,C0300,2023/06/19,Laptop,3,500000.0,1500000.0,Pending
O01341,C1166,2023-11-13,Phone,2,500000.0,1000000.0,complete
O01342,C0456,2023-05-31,Headphones,-1,,,Returned
O01343,C0047,13-10-2023,Phone,-1,500000.0,-500000.0,Returned
O01344,C0855,2023/01/16,Headphones,2,150000.0,300000.0,Pending
O01345,C1150,2023/04/27,Phone,3,,300000.0,complete
O01346,C1065,2023/03/12,Laptop,3,500000.0,1500000.0,Pending
O01347,C0834,2023-12-06,Phone,-1,120000.0,-120000.0,Completed
O01348,C1124,17-03-2023,Tablet,2,20000.0,40000.0,Pending
O01349,C0191,09-10-2023,Headphones,3,20000.0,60000.0,Completed
O01350,C0443,2023/01/08,Headphones,-1,500000.0,-500000.0,complete
O01351,C0389,28-09-2023,Tablet,1,120000.0,120000.0,complete
O01352,C0546,2023/07/24,Phone,2,,300000.0,Pending
O01353,C0083,2023-01-16,Headphones,2,500000.0,1000000.0,Completed
O01354,C1052,2023/08/11,Headphones,-1,500000.0,-500000.0,Completed
