shipment_id,order_id,ship_date,delivery_date,delivery_status,shipping_cost,weight
S01351,O03456,2023/04/01,,In Transit,,-1kg
S01352,O03510,2023-01-02,2023/01/11,Returned,5000.0,-1kg
S01353,O00575,01-02-2023,,In Transit,,2000g
S01354,O00927,2023-11-19,2023/11/29,Returned,,3kg
S01355,O03918,2023/11/05,2023-11-09,Delivered,4000.0,1.5 KG
S01356,O04317,2023/08/17,2023-08-26,Returned,,3kg
S01357,O04758,2023/09/29,,Delivered,,1.5 KG
S01358,O04565,11-08-2023,13-08-2023,Delivered,4000.0,1.5 KG
S01359,O02724,2023/01/20,2023/01/30,Returned,4000.0,-1kg
S01360,O04451,2023-09-09,2023-09-15,Returned,5000.0,-1kg
S01361,O04230,11-05-2023,2023-05-21,Returned,4000.0,1.5 KG
S01362,O02370,2023/04/01,11-04-2023,Delivered,,-1kg
S01363,O01261,2023-03-20,2023/03/27,Delivered,5000.0,-1kg
S01364,O03310,2023/08/14,22-08-2023,In Transit,4000.0,3kg
S01365,O03949,2023/02/08,2023-02-10,In Transit,,2000g
S01366,O03524,2023/09/14,2023-09-24,Delivered,5000.0,2000g
S01367,O01765,2023/12/21,22-12-2023,Delivered,4500.0,1.5 KG
S01368,O03177,2023-03-02,,Delivered,4000.0,2000g
S01369,O04555,21-12-2023,25-12-2023,Delivered,4500.0,3kg
S01370,O00909,11-11-2023,2023-11-18,Delivered,4000.0,3kg
S01371,O02466,11-01-2023,2023-01-17,In Transit,,-1kg
S01372,O01670,2023-11-03,11-11-2023,Returned,4500.0,2kg
S01373,O00092,2023/08/27,,Returned,4500.0,1.5 KG
S01374,O04162,2023/11/28,2023-12-04,Delivered,,-1kg
S01375,O04656,2023/03/24,29-03-2023,Returned,5000.0,2000g
S01376,O00530,2023/05/17,22-05-2023,Returned,4000.0,2000g
S01377,O04975,07-09-2023,11-09-2023,Delivered,,2000g
S01378,O05067,17-10-2023,18-10-2023,Returned,,-1kg
S01379,O01166,2023/03/18,,In Transit,4500.0,-1kg
S01380,O00692,2023-06-15,2023-06-19,Delivered,,2kg
S01381,O01112,24-08-2023,25-08-2023,Returned,,-1kg
S01382,O04612,05-05-2023,2023-05-06,In Transit,4500.0,1.5 KG
S01383,O04539,2023-07-13,14-07-2023,Returned,5000.0,1.5 KG
S01384,O00307,2023-09-12,2023-09-13,In Transit,5000.0,2000g
S01385,O02997,2023/09/29,2023-10-05,Returned,4000.0,1.5 KG
S01386,O02116,12-05-2023,2023-05-19,Delivered,4000.0,1.5 KG
S01387,O00785,2023/06/05,14-06-2023,In Transit,5000.0,1.5 KG
S01388,O05094,20-10-2023,22-10-2023,Returned,4000.0,1.5 KG
S01389,O00424,03-05-2023,2023/05/09,In Transit,5000.0,-1kg
S01390,O00108,2023/06/28,05-07-2023,Returned,5000.0,2kg
S01391,O03533,2023/04/17,2023-04-19,Delivered,,2000g
S01392,O00336,2023-12-27,29-12-2023,Delivered,5000.0,-1kg
S01393,O04734,2023-11-04,2023-11-13,In Transit,4500.0,1.5 KG
S01394,O04466,2023/08/14,2023/08/23,Returned,,1.5 KG
S01395,O04139,2023-10-23,2023/10/27,Delivered,4500.0,2kg
S01396,O02954,15-03-2023,,Delivered,4500.0,-1kg
S01397,O00427,2023/10/14,2023-10-16,Delivered,,2kg
S01398,O02151,2023/12/26,2024/01/01,Returned,,2000g
S01399,O02158,2023/11/10,12-11-2023,In Transit,5000.0,3kg
S01400,O01980,06-10-2023,13-10-2023,In Transit,5000.0,3kg
S01401,O01529,2023/09/13,14-09-2023,In Transit,,2000g
S01402,O04337,30-08-2023,,In Transit,4000.0,1.5 KG
S01403,O00224,2023-01-25,2023/02/01,Returned,4500.0,2000g
S01404,O05129,2023-07-20,2023-07-26,Delivered,4000.0,2000g
S01405,O00431,02-08-2023,08-08-2023,Delivered,4500.0,2kg
S01406,O02858,2023/11/13,,In Transit,4500.0,-1kg
S01407,O03507,2023-06-18,28-06-2023,Returned,4000.0,3kg
S01408,O00788,2023-11-05,10-11-2023,Delivered,5000.0,1.5 KG
S01409,O02667,2023/03/20,,Returned,,2kg
S01410,O04853,05-03-2023,,In Transit,4500.0,-1kg
S01411,O00583,2023/06/07,,Returned,4000.0,1.5 KG
S01412,O00660,2023/02/21,,Returned,5000.0,1.5 KG
S01413,O03578,2023-11-28,01-12-2023,In Transit,4000.0,3kg
S01414,O00893,2023-04-23,2023/04/27,Returned,4000.0,2kg
S01415,O02155,09-07-2023,2023/07/13,Delivered,4000.0,2000g
S01416,O03161,2023/04/22,25-04-2023,In Transit,4000.0,2000g
S01417,O03414,13-06-2023,22-06-2023,Returned,5000.0,2000g
S01418,O04536,2023/01/21,,In Transit,4500.0,1.5 KG
S01419,O04460,2023-03-01,2023-03-07,In Transit,4500.0,1.5 KG
S01420,O04452,19-12-2023,2023/12/25,Delivered,5000.0,-1kg
S01421,O03719,2023/11/14,2023/11/19,Delivered,4500.0,3kg
S01422,O04256,28-02-2023,02-03-2023,In Transit,,2kg
S01423,O04887,2023-12-03,08-12-2023,Delivered,5000.0,2kg
S01424,O03331,06-07-2023,09-07-2023,In Transit,4500.0,2000g
S01425,O02569,2023-12-08,15-12-2023,In Transit,,-1kg
S01426,O02953,2023/11/06,2023/11/12,Delivered,4000.0,1.5 KG
S01427,O02257,2023-05-25,2023/05/28,Delivered,,1.5 KG
S01428,O01511,2023/07/15,20-07-2023,Returned,5000.0,3kg
S01429,O03211,2023/02/19,2023/02/22,Delivered,,1.5 KG
S01430,O02745,2023-10-03,2023-10-09,Delivered,4500.0,2kg
S01431,O05160,2023-04-13,,In Transit,,2kg
S01432,O00895,16-08-2023,2023/08/19,In Transit,,1.5 KG
S01433,O02433,2023-06-07,17-06-2023,Delivered,4000.0,1.5 KG
S01434,O05083,2023-02-26,2023/03/05,Returned,,3kg
S01435,O01314,29-03-2023,2023/04/07,Returned,4500.0,1.5 KG
S01436,O00984,2023/04/21,2023/04/27,Returned,,2000g
S01437,O00123,28-09-2023,2023-10-06,In Transit,4000.0,3kg
S01438,O03904,2023-03-19,2023/03/26,In Transit,4500.0,-1kg
S01439,O02797,2023-08-13,23-08-2023,Delivered,4000.0,2000g
S01440,O02150,2023/03/18,2023-03-20,Returned,4500.0,2000g
S01441,O02734,2023/06/10,,Delivered,4500.0,2kg
S01442,O03023,2023-03-08,15-03-2023,Returned,4500.0,2kg
S01443,O00546,2023/08/07,09-08-2023,Delivered,,2000g
S01444,O04971,2023-03-02,2023-03-08,In Transit,4500.0,1.5 KG
S01445,O00164,2023/02/19,2023-02-26,In Transit,,2kg
S01446,O03109,17-12-2023,19-12-2023,Delivered,4000.0,-1kg
S01447,O03485,2023-09-23,2023-10-03,In Transit,5000.0,-1kg
S01448,O04151,2023-02-05,,In Transit,5000.0,3kg
S01449,O03066,04-09-2023,2023-09-09,In Transit,4500.0,2kg
S01450,O02291,26-10-2023,2023/11/01,Delivered,,1.5 KG
S01451,O03142,09-10-2023,,Delivered,,-1kg
S01452,O00638,22-09-2023,,Delivered,5000.0,-1kg
S01453,O04430,2023/06/09,2023-06-17,Delivered,5000.0,3kg
S01454,O04949,17-01-2023,2023/01/18,In Transit,4500.0,2000g
S01455,O02788,02-01-2023,2023/01/03,Delivered,4500.0,2000g
S01456,O01018,2023/12/12,2023-12-13,Returned,,1.5 KG
S01457,O01728,28-01-2023,,Returned,,1.5 KG
S01458,O01136,2023-08-22,,In Transit,4000.0,-1kg
S01459,O05022,2023-06-15,,Delivered,,2kg
S01460,O02719,27-10-2023,,Delivered,4500.0,1.5 KG
S01461,O02681,2023/03/14,,In Transit,4500.0,3kg
S01462,O01687,2023-01-27,2023/02/02,In Transit,4000.0,2000g
S01463,O03024,2023/02/19,,In Transit,,2000g
S01464,O01188,04-08-2023,,Delivered,5000.0,3kg
S01465,O04601,15-11-2023,18-11-2023,Delivered,4500.0,2kg
S01466,O02116,02-12-2023,04-12-2023,Delivered,5000.0,3kg
S01467,O05037,15-02-2023,22-02-2023,In Transit,5000.0,1.5 KG
S01468,O02954,28-05-2023,2023-05-31,Delivered,,1.5 KG
S01469,O04423,2023-11-27,2023-11-30,Returned,4500.0,1.5 KG
S01470,O02949,2023-08-25,2023/09/04,Returned,4500.0,3kg
S01471,O02462,2023/07/08,2023-07-17,Delivered,4500.0,2kg
S01472,O05250,05-09-2023,2023-09-13,Returned,4500.0,3kg
S01473,O03647,23-08-2023,2023-08-29,Delivered,4500.0,-1kg
S01474,O01653,02-10-2023,,In Transit,,2000g
S01475,O03719,2023-01-30,2023-01-31,Delivered,5000.0,1.5 KG
S01476,O01839,26-11-2023,05-12-2023,Delivered,4500.0,1.5 KG
S01477,O00603,2023-06-04,13-06-2023,In Transit,4500.0,-1kg
S01478,O02363,2023/10/16,20-10-2023,Returned,4000.0,3kg
S01479,O01041,05-07-2023,,Delivered,5000.0,3kg
S01480,O01575,2023-06-24,2023-06-30,In Transit,5000.0,-1kg
S01481,O01603,15-12-2023,2023-12-22,In Transit,4000.0,2000g
S01482,O03852,22-02-2023,02-03-2023,Delivered,5000.0,3kg
S01483,O00380,2023-12-07,2023-12-08,Delivered,4000.0,2kg
S01484,O01145,2023-04-18,2023-04-24,Delivered,,3kg
S01485,O04194,2023-04-25,,Returned,4500.0,2000g
S01486,O00808,15-05-2023,2023-05-18,Returned,4000.0,-1kg
S01487,O01045,2023-02-28,06-03-2023,Delivered,4500.0,2kg
S01488,O02184,2023/06/14,,In Transit,,3kg
S01489,O03609,2023-09-10,2023/09/11,Delivered,4500.0,3kg
S01490,O00822,2023/04/17,,In Transit,4000.0,1.5 KG
S01491,O01432,28-12-2023,01-01-2024,In Transit,,3kg
S01492,O00332,17-04-2023,,Returned,4000.0,2kg
S01493,O00287,24-06-2023,2023-07-04,Delivered,4000.0,3kg
S01494,O00820,2023-07-01,07-07-2023,Returned,,-1kg
S01495,O05233,2023-03-24,2023-03-25,In Transit,,2000g
S01496,O00179,2023/12/13,2023/12/14,Returned,,3kg
S01497,O04972,2023-02-10,16-02-2023,Returned,,-1kg
S01498,O04661,2023/07/20,2023-07-30,Returned,5000.0,3kg
S01499,O01010,2023/11/18,27-11-2023,In Transit,,2kg
S01500,O01419,2023/05/01,2023/05/03,Returned,5000.0,2kg
S01501,O01163,29-05-2023,,Delivered,,2000g
S01502,O04257,2023-07-22,30-07-2023,Delivered,4000.0,1.5 KG
S01503,O03879,2023/01/18,,Returned,,-1kg
S01504,O03559,14-09-2023,2023/09/23,Returned,4500.0,1.5 KG
S01505,O00570,2023-02-15,2023/02/17,Returned,,2000g
S01506,O00690,06-06-2023,2023-06-11,Returned,,2000g
S01507,O02377,13-04-2023,,In Transit,,-1kg
S01508,O00543,2023-12-06,,Returned,5000.0,1.5 KG
S01509,O03776,2023/06/19,2023/06/20,Returned,4500.0,3kg
S01510,O03137,09-11-2023,2023/11/13,In Transit,4000.0,2000g
S01511,O01319,2023/04/07,,In Transit,4500.0,1.5 KG
S01512,O00830,28-03-2023,2023-04-06,In Transit,4000.0,2kg
S01513,O05116,2023-09-20,,Returned,4500.0,2kg
S01514,O04704,2023-11-13,19-11-2023,Returned,5000.0,2000g
S01515,O00017,03-07-2023,2023-07-12,Returned,5000.0,1.5 KG
S01516,O02181,2023/09/03,2023/09/06,In Transit,4000.0,-1kg
S01517,O02086,06-02-2023,09-02-2023,In Transit,4000.0,2000g
S01518,O02186,2023/12/19,2023-12-29,In Transit,4500.0,1.5 KG
S01519,O04912,23-07-2023,,Delivered,4500.0,2kg
S01520,O04398,2023-02-12,17-02-2023,Returned,4000.0,3kg
S01521,O03278,28-09-2023,01-10-2023,Returned,4000.0,2kg
S01522,O04656,2023-02-20,2023-03-01,Delivered,4500.0,-1kg
S01523,O03193,2023/03/04,2023-03-07,Returned,,2kg
S01524,O01322,2023/01/05,2023/01/13,Delivered,,1.5 KG
S01525,O02932,2023/02/21,2023-02-27,Delivered,,2000g
S01526,O01746,2023-05-01,,Delivered,4500.0,1.5 KG
S01527,O01959,2023/09/13,14-09-2023,Delivered,4500.0,1.5 KG
S01528,O03831,03-09-2023,2023-09-12,In Transit,4000.0,-1kg
S01529,O00707,2023/09/10,,Delivered,4500.0,1.5 KG
S01530,O01967,2023-04-27,,Delivered,4500.0,-1kg
S01531,O04713,2023-08-01,2023-08-06,Delivered,5000.0,2kg
S01532,O02922,2023-02-16,2023/02/25,In Transit,4500.0,1.5 KG
S01533,O01155,2023-07-31,04-08-2023,In Transit,4000.0,2kg
S01534,O04857,2023-11-11,,Returned,4500.0,3kg
S01535,O00962,07-05-2023,,Returned,4500.0,1.5 KG
S01536,O03106,10-08-2023,14-08-2023,In Transit,4000.0,2000g
S01537,O00683,2023/06/04,2023/06/07,Delivered,4000.0,1.5 KG
S01538,O02663,2023/12/18,2023/12/23,In Transit,4000.0,3kg
S01539,O03660,2023/11/10,15-11-2023,In Transit,,-1kg
S01540,O02582,09-10-2023,2023-10-13,Delivered,,2kg
S01541,O03174,31-05-2023,,In Transit,5000.0,1.5 KG
S01542,O01607,21-12-2023,23-12-2023,Delivered,4000.0,2000g
S01543,O02140,24-08-2023,25-08-2023,Delivered,5000.0,-1kg
S01544,O01612,2023-03-14,2023/03/15,In Transit,5000.0,2000g
S01545,O00837,09-01-2023,2023/01/12,Returned,,1.5 KG
S01546,O03386,2023-06-02,,Returned,5000.0,1.5 KG
S01547,O03327,2023-05-14,19-05-2023,In Transit,,3kg
S01548,O03940,2023/11/09,17-11-2023,In Transit,,1.5 KG
S01549,O03165,2023-11-02,2023-11-06,Returned,4000.0,1.5 KG
S01550,O01807,2023/03/09,2023/03/18,Returned,4000.0,2kg
S01551,O03704,01-01-2023,,Returned,,2kg
S01552,O04939,2023/10/18,23-10-2023,Returned,5000.0,3kg
S01553,O02882,03-03-2023,11-03-2023,Delivered,,2kg
S01554,O01710,2023/10/06,2023-10-12,In Transit,5000.0,-1kg
S01555,O04222,05-04-2023,2023/04/14,In Transit,,2kg
S01556,O02513,13-02-2023,23-02-2023,Delivered,4500.0,3kg
S01557,O01390,2023/11/14,17-11-2023,In Transit,5000.0,3kg
S01558,O04134,21-06-2023,2023/06/22,Delivered,4000.0,2kg
S01559,O01823,2023/05/27,2023/06/04,Returned,5000.0,2kg
S01560,O01507,2023-01-26,,Delivered,4000.0,1.5 KG
S01561,O04326,2023/11/17,2023/11/23,In Transit,5000.0,1.5 KG
S01562,O04854,2023-11-17,,In Transit,4000.0,1.5 KG
S01563,O01613,24-01-2023,2023/01/28,Returned,4000.0,1.5 KG
S01564,O01837,2023-10-23,2023-10-29,Returned,5000.0,1.5 KG
S01565,O05132,2023-11-14,2023/11/22,Returned,,3kg
S01566,O01288,13-08-2023,21-08-2023,Returned,4000.0,1.5 KG
S01567,O03207,2023-01-04,2023-01-09,Returned,,-1kg
S01568,O02695,2023/02/23,28-02-2023,In Transit,,2000g
S01569,O01621,2023-01-13,16-01-2023,Returned,5000.0,2000g
S01570,O04563,2023/11/22,2023/12/02,Delivered,,1.5 KG
S01571,O00412,2023-03-30,2023-04-08,Delivered,5000.0,2kg
S01572,O04241,2023/05/20,2023-05-24,In Transit,5000.0,3kg
S01573,O04503,2023/03/01,2023/03/03,In Transit,,1.5 KG
S01574,O01597,11-01-2023,12-01-2023,Returned,4500.0,2kg
S01575,O02312,25-05-2023,2023-05-28,Returned,4000.0,3kg
S01576,O04574,2023/11/29,2023/12/02,In Transit,4500.0,2kg
S01577,O03353,2023-02-14,2023/02/24,In Transit,4000.0,2000g
S01578,O00476,2023-09-24,2023/09/30,Returned,,1.5 KG
S01579,O01087,04-05-2023,2023-05-08,Returned,4500.0,-1kg
S01580,O02410,09-02-2023,,In Transit,4000.0,1.5 KG
S01581,O03394,2023/06/21,23-06-2023,Delivered,4500.0,3kg
S01582,O01723,2023-09-27,04-10-2023,In Transit,5000.0,2kg
S01583,O03369,2023/05/25,30-05-2023,In Transit,4500.0,-1kg
S01584,O00871,2023/04/08,,Delivered,5000.0,2kg
S01585,O01456,2023/11/06,2023/11/12,In Transit,5000.0,2kg
S01586,O04513,2023-07-08,2023-07-10,In Transit,,2kg
S01587,O01078,2023-04-08,14-04-2023,Returned,,3kg
S01588,O01335,19-09-2023,2023-09-21,Returned,5000.0,1.5 KG
S01589,O01985,22-06-2023,24-06-2023,In Transit,,2kg
S01590,O01170,2023/08/20,,Returned,4000.0,-1kg
S01591,O04330,21-11-2023,2023/11/26,Returned,,2kg
S01592,O04466,2023/02/09,2023-02-13,In Transit,,-1kg
S01593,O00374,2023/06/28,2023/06/29,Returned,4500.0,-1kg
S01594,O01905,2023-01-01,2023-01-10,Returned,4000.0,2kg
S01595,O01765,2023/02/28,2023-03-05,In Transit,5000.0,2000g
S01596,O01917,11-01-2023,16-01-2023,Returned,,3kg
S01597,O05134,2023/10/29,04-11-2023,Delivered,4500.0,3kg
S01598,O00128,11-01-2023,21-01-2023,Returned,4000.0,1.5 KG
S01599,O02267,04-07-2023,,Delivered,4500.0,2kg
S01600,O00709,2023-04-12,16-04-2023,In Transit,,2kg
S01601,O03905,03-01-2023,2023/01/05,Returned,,3kg
S01602,O02192,2023/07/31,2023-08-09,Returned,5000.0,3kg
S01603,O04277,08-09-2023,,Returned,5000.0,3kg
S01604,O00865,2023/10/01,2023-10-08,Delivered,4500.0,2000g
S01605,O02097,2023-01-29,06-02-2023,In Transit,,1.5 KG
S01606,O00679,2023-04-24,2023/05/01,In Transit,4000.0,2kg
S01607,O04775,2023/02/08,2023/02/13,In Transit,5000.0,-1kg
S01608,O01290,2023/04/10,,Delivered,5000.0,-1kg
S01609,O00457,2023/12/24,31-12-2023,Delivered,,1.5 KG
S01610,O00818,2023/12/24,2023/12/30,Delivered,4500.0,3kg
S01611,O02049,02-12-2023,,In Transit,5000.0,2000g
S01612,O03740,15-02-2023,18-02-2023,In Transit,4500.0,-1kg
S01613,O02279,21-02-2023,27-02-2023,In Transit,,2kg
S01614,O02745,2023-08-23,2023-08-25,Delivered,5000.0,-1kg
S01615,O00147,2023/02/23,24-02-2023,Returned,4000.0,2000g
S01616,O04666,2023-08-05,15-08-2023,Delivered,4500.0,2000g
S01617,O01124,26-06-2023,2023-06-28,Returned,4000.0,1.5 KG
S01618,O02844,2023/11/07,16-11-2023,Returned,5000.0,3kg
S01619,O03422,2023/02/03,2023-02-12,Delivered,4500.0,1.5 KG
S01620,O02295,2023/03/16,,Returned,,3kg
S01621,O03060,2023-04-22,,Returned,5000.0,2kg
S01622,O01969,2023/04/23,2023-05-02,Delivered,5000.0,2000g
S01623,O00060,25-01-2023,2023/02/01,In Transit,5000.0,2kg
S01624,O02490,22-01-2023,2023/01/29,Delivered,4000.0,2000g
S01625,O03687,2023-10-08,2023/10/18,In Transit,5000.0,1.5 KG
S01626,O03776,05-11-2023,2023-11-10,In Transit,5000.0,3kg
S01627,O04713,2023/02/27,03-03-2023,In Transit,4000.0,-1kg
S01628,O01090,2023-07-29,05-08-2023,Returned,4000.0,-1kg
S01629,O03646,10-12-2023,2023/12/12,In Transit,4500.0,1.5 KG
S01630,O04896,2023/07/30,09-08-2023,Returned,4000.0,-1kg
S01631,O05101,2023/02/20,2023/02/25,Returned,,3kg
S01632,O04458,2023-02-15,2023/02/20,Delivered,4500.0,2000g
S01633,O01342,2023-08-16,24-08-2023,Delivered,,2000g
S01634,O02768,21-01-2023,24-01-2023,Returned,5000.0,3kg
S01635,O04396,30-09-2023,2023/10/07,Returned,4500.0,2kg
S01636,O00830,2023/04/26,2023-04-28,Returned,,2kg
S01637,O03590,23-05-2023,2023-05-25,Delivered,5000.0,1.5 KG
S01638,O02264,16-11-2023,2023-11-25,Returned,4000.0,3kg
S01639,O00615,09-06-2023,,Delivered,4500.0,-1kg
S01640,O04365,12-08-2023,16-08-2023,Delivered,4000.0,-1kg
S01641,O01331,2023-09-04,2023/09/08,Returned,5000.0,1.5 KG
S01642,O02505,13-06-2023,2023/06/18,Returned,4500.0,1.5 KG
S01643,O01463,2023/02/02,03-02-2023,In Transit,,3kg
S01644,O03429,2023-02-22,26-02-2023,Returned,5000.0,3kg
S01645,O05082,2023/02/08,2023/02/18,Returned,4500.0,-1kg
S01646,O03652,2023-08-03,,Returned,4500.0,2kg
S01647,O00759,21-01-2023,2023/01/27,Delivered,4500.0,-1kg
S01648,O03259,2023/03/10,,Returned,5000.0,1.5 KG
S01649,O04314,2023/01/14,24-01-2023,In Transit,5000.0,2kg
S01650,O00448,12-05-2023,14-05-2023,In Transit,4000.0,2kg
S01651,O03066,18-08-2023,26-08-2023,Delivered,4000.0,2kg
S01652,O01341,2023/02/28,2023-03-09,Returned,4000.0,3kg
S01653,O00179,2023-06-14,,Delivered,4000.0,-1kg
S01654,O03214,2023-12-26,2024-01-03,Returned,4000.0,1.5 KG
S01655,O02287,2023-09-23,2023-09-27,Returned,,-1kg
S01656,O02995,04-08-2023,14-08-2023,In Transit,4500.0,1.5 KG
S01657,O01525,22-05-2023,,Returned,4500.0,1.5 KG
S01658,O03428,2023/11/29,2023/12/09,Returned,5000.0,-1kg
S01659,O03615,03-07-2023,08-07-2023,Returned,4500.0,-1kg
S01660,O04498,10-07-2023,2023-07-15,Returned,4000.0,2000g
S01661,O01126,18-08-2023,2023/08/23,Returned,4000.0,3kg
S01662,O04583,05-07-2023,,Delivered,4000.0,3kg
S01663,O04018,2023/04/17,19-04-2023,In Transit,,1.5 KG
S01664,O02126,18-11-2023,,Returned,,-1kg
S01665,O03615,2023-06-03,2023/06/10,In Transit,5000.0,2kg
S01666,O01583,2023-02-04,12-02-2023,In Transit,,2kg
S01667,O03357,2023/12/08,17-12-2023,In Transit,4500.0,1.5 KG
S01668,O00075,2023/06/19,20-06-2023,In Transit,4500.0,-1kg
S01669,O01437,2023-03-15,22-03-2023,In Transit,4500.0,2kg
S01670,O04352,27-07-2023,2023-07-29,Delivered,4000.0,2kg
S01671,O02400,2023/02/06,2023/02/10,Delivered,,3kg
S01672,O00384,2023/09/30,2023/10/07,In Transit,4500.0,2kg
S01673,O05234,2023-05-10,2023-05-17,In Transit,5000.0,2000g
S01674,O04642,2023-05-02,2023-05-10,Returned,4500.0,2000g
S01675,O01351,2023/04/05,2023-04-07,In Transit,,2000g
S01676,O02743,20-03-2023,2023/03/30,In Transit,,1.5 KG
S01677,O02598,2023-02-28,2023-03-04,Delivered,4000.0,-1kg
S01678,O01018,2023/02/12,2023-02-14,Delivered,4000.0,2kg
S01679,O02277,2023/11/04,2023/11/05,In Transit,,2000g
S01680,O02726,2023-07-04,12-07-2023,Returned,4000.0,1.5 KG
S01681,O04590,2023-04-03,2023-04-13,Delivered,5000.0,3kg
S01682,O05198,2023/05/04,14-05-2023,Returned,4000.0,2000g
S01683,O04813,20-09-2023,29-09-2023,Returned,,1.5 KG
S01684,O01132,23-10-2023,2023/10/31,In Transit,4500.0,-1kg
S01685,O01160,2023/08/31,,Delivered,,2kg
S01686,O05121,15-03-2023,2023/03/20,Returned,4500.0,2000g
S01687,O04619,2023/10/05,2023-10-06,In Transit,,2kg
S01688,O04699,2023-06-02,06-06-2023,Delivered,,2000g
S01689,O03321,2023/06/19,2023/06/28,Returned,,1.5 KG
S01690,O02192,2023-05-18,2023-05-25,Delivered,4500.0,1.5 KG
S01691,O00351,24-10-2023,2023/11/01,Delivered,5000.0,3kg
S01692,O04224,2023-02-17,2023-02-20,Delivered,5000.0,2000g
S01693,O00789,12-03-2023,2023-03-21,Delivered,,3kg
S01694,O02284,2023/01/17,19-01-2023,Returned,4500.0,1.5 KG
S01695,O01883,2023/09/08,,In Transit,,-1kg
S01696,O03045,2023-02-09,2023-02-10,Delivered,,2kg
S01697,O03897,2023/05/04,2023/05/12,In Transit,4000.0,1.5 KG
S01698,O03491,28-08-2023,06-09-2023,In Transit,4000.0,2kg
S01699,O00506,2023-04-17,,Returned,4500.0,2000g
S01700,O01988,2023-08-17,2023-08-25,Returned,4500.0,3kg
S01701,O02808,2023/10/03,,In Transit,4500.0,2000g
S01702,O04935,2023-11-10,13-11-2023,Delivered,5000.0,1.5 KG
S01703,O00654,2023/03/18,2023/03/24,Returned,4000.0,3kg
S01704,O01379,2023/12/19,2023-12-27,In Transit,5000.0,1.5 KG
S01705,O02702,28-08-2023,,In Transit,5000.0,-1kg
S01706,O04081,14-11-2023,17-11-2023,Returned,4500.0,2000g
S01707,O03841,2023-06-16,2023-06-24,Delivered,5000.0,2000g
S01708,O03401,2023-09-27,2023/10/01,Delivered,4000.0,2000g
S01709,O01288,2023/07/18,2023/07/24,In Transit,4000.0,3kg
S01710,O02291,2023/08/07,2023-08-13,Returned,5000.0,2kg
S01711,O04690,08-01-2023,,Returned,4500.0,3kg
S01712,O03901,2023/03/11,14-03-2023,In Transit,5000.0,1.5 KG
S01713,O04021,2023-11-21,,In Transit,4500.0,1.5 KG
S01714,O00904,2023/01/04,,In Transit,4000.0,3kg
S01715,O04483,16-01-2023,2023/01/23,Returned,4500.0,3kg
S01716,O04043,22-01-2023,2023/02/01,Returned,5000.0,2kg
S01717,O04613,2023-07-27,2023/08/01,Returned,4000.0,2000g
S01718,O03391,15-03-2023,,Delivered,4000.0,2kg
S01719,O00633,03-03-2023,2023-03-12,Returned,5000.0,2kg
S01720,O00328,2023-10-03,2023-10-06,In Transit,4000.0,1.5 KG
S01721,O01366,2023/01/22,2023/01/26,In Transit,,2kg
S01722,O04334,20-10-2023,25-10-2023,Delivered,,2kg
S01723,O00127,2023-02-17,26-02-2023,In Transit,4500.0,3kg
S01724,O05028,2023-02-21,2023/03/01,Delivered,,-1kg
S01725,O02655,2023/01/30,2023/02/08,Returned,4500.0,-1kg
S01726,O03519,2023-01-20,,Delivered,,2kg
S01727,O01954,2023/06/28,,In Transit,4500.0,2kg
S01728,O03226,13-04-2023,,Delivered,4500.0,1.5 KG
S01729,O02255,2023/02/15,22-02-2023,Returned,4500.0,-1kg
S01730,O02455,15-07-2023,22-07-2023,Returned,4500.0,-1kg
S01731,O05030,03-03-2023,2023-03-12,Delivered,5000.0,2kg
S01732,O00898,19-04-2023,2023-04-27,In Transit,4500.0,-1kg
S01733,O00799,2023/01/09,2023-01-13,Delivered,4000.0,1.5 KG
S01734,O02663,2023-12-06,10-12-2023,In Transit,4000.0,1.5 KG
S01735,O01712,2023-05-01,02-05-2023,In Transit,5000.0,-1kg
S01736,O04045,27-07-2023,05-08-2023,Delivered,5000.0,2kg
S01737,O00292,2023-01-10,2023-01-20,Returned,,1.5 KG
S01738,O02196,2023/09/13,2023-09-17,Returned,4000.0,2000g
S01739,O04163,2023-12-07,2023-12-12,In Transit,,1.5 KG
S01740,O00706,2023/06/13,19-06-2023,Returned,5000.0,2kg
S01741,O04123,04-09-2023,10-09-2023,Delivered,4000.0,2kg
S01742,O04169,2023-04-25,2023-05-04,In Transit,5000.0,3kg
S01743,O02300,2023/05/21,30-05-2023,Delivered,5000.0,1.5 KG
S01744,O05169,2023/10/05,,In Transit,4500.0,2kg
S01745,O04498,2023-06-08,,Delivered,,2000g
S01746,O02647,21-08-2023,,In Transit,4000.0,1.5 KG
S01747,O03990,2023-12-05,,In Transit,4500.0,1.5 KG
S01748,O03290,23-01-2023,2023-02-02,Delivered,,3kg
S01749,O01908,2023-02-10,19-02-2023,Delivered,,-1kg
S01750,O02568,2023/08/03,2023/08/13,Returned,5000.0,-1kg
S01751,O00180,03-06-2023,,Returned,,2kg
S01752,O05003,2023-07-04,2023/07/06,Returned,4000.0,3kg
S01753,O04728,08-03-2023,09-03-2023,Returned,,2000g
S01754,O01797,2023-07-04,2023/07/08,In Transit,4500.0,1.5 KG
S01755,O01623,20-12-2023,2023/12/22,Delivered,,3kg
S01756,O00773,2023/09/22,24-09-2023,In Transit,,3kg
S01757,O03538,2023/04/22,28-04-2023,Returned,,2000g
